model_name,task,feature,class_name,native_importance,signed_coefficient,permutation_importance_mean,permutation_importance_std
logistic_regression,direction_classification,gx_final_initial,backward,0.048335956992104044,0.048335956992104044,,
logistic_regression,direction_classification,gx_final_initial,lateral,0.0283147477020077,-0.0283147477020077,,
logistic_regression,direction_classification,gx_median,,0.7384048882070969,,0.07557004585177966,0.022216555892137342
logistic_regression,direction_classification,gx_median,forward,0.6375430957584715,-0.6375430957584715,,
logistic_regression,direction_classification,gx_median,backward,1.107607332310643,1.107607332310643,,
logistic_regression,direction_classification,gx_median,lateral,0.47006423655217616,-0.47006423655217616,,
logistic_regression,direction_classification,gx_iqr,,0.5206077846197769,,0.035391679900558956,0.006921941756775274
logistic_regression,direction_classification,gx_iqr,forward,0.3804688606025003,0.3804688606025003,,
logistic_regression,direction_classification,gx_iqr,backward,0.7809116769296637,-0.7809116769296637,,
logistic_regression,direction_classification,gx_iqr,lateral,0.4004428163271666,0.4004428163271666,,
logistic_regression,direction_classification,peak_signed_gx,,0.2513618880607891,,0.02397270730397665,0.007610901954379999
logistic_regression,direction_classification,peak_signed_gx,forward,0.3770428320911832,0.3770428320911832,,
logistic_regression,direction_classification,peak_signed_gx,backward,0.054861504985645584,-0.054861504985645584,,
logistic_regression,direction_classification,peak_signed_gx,lateral,0.3221813271055385,-0.3221813271055385,,
logistic_regression,direction_classification,integrated_gx,,0.1715801267513457,,0.03188265896368012,0.014578047460671914
logistic_regression,direction_classification,integrated_gx,forward,0.1261932667573944,0.1261932667573944,,
logistic_regression,direction_classification,integrated_gx,backward,0.13117692336962436,0.13117692336962436,,
logistic_regression,direction_classification,integrated_gx,lateral,0.25737019012701834,-0.25737019012701834,,
logistic_regression,direction_classification,gy_mean,,0.310915641935,,0.05920519544513354,0.022597593762819328
logistic_regression,direction_classification,gy_mean,forward,0.46637346290250153,0.46637346290250153,,
logistic_regression,direction_classification,gy_mean,backward,0.4612801359851258,-0.4612801359851258,,
logistic_regression,direction_classification,gy_mean,lateral,0.0050933269173726635,-0.0050933269173726635,,
logistic_regression,direction_classification,gy_std,,0.368852202260326,,0.056214041516276736,0.02406980868835459
logistic_regression,direction_classification,gy_std,forward,0.2230861743030785,-0.2230861743030785,,
logistic_regression,direction_classification,gy_std,backward,0.5532783033904897,0.5532783033904897,,
logistic_regression,direction_classification,gy_std,lateral,0.3301921290874098,-0.3301921290874098,,
logistic_regression,direction_classification,gy_min,,0.36284845300863006,,0.09656092540107478,0.0214775360921015
logistic_regression,direction_classification,gy_min,forward,0.29839006327639617,-0.29839006327639617,,
logistic_regression,direction_classification,gy_min,backward,0.24588261623655006,-0.24588261623655006,,
logistic_regression,direction_classification,gy_min,lateral,0.5442726795129441,0.5442726795129441,,
logistic_regression,direction_classification,gy_max,,0.18901978547189932,,0.03822977456717749,0.013529429291130862
logistic_regression,direction_classification,gy_max,forward,0.2650478497919415,-0.2650478497919415,,
logistic_regression,direction_classification,gy_max,backward,0.01848182841590637,-0.01848182841590637,,
logistic_regression,direction_classification,gy_max,lateral,0.28352967820785,0.28352967820785,,
logistic_regression,direction_classification,gy_range,,0.134637667829399,,0.014871629732310886,0.013232576101298134
logistic_regression,direction_classification,gy_range,forward,0.043271943285831296,0.043271943285831296,,
logistic_regression,direction_classification,gy_range,backward,0.15868455845826746,0.15868455845826746,,
logistic_regression,direction_classification,gy_range,lateral,0.20195650174409832,-0.20195650174409832,,
logistic_regression,direction_classification,gy_final_initial,,0.16098893663822708,,0.008383991314069038,0.007944246627165044
logistic_regression,direction_classification,gy_final_initial,forward,0.24148340495733986,-0.24148340495733986,,
logistic_regression,direction_classification,gy_final_initial,backward,0.08444609021279476,0.08444609021279476,,
logistic_regression,direction_classification,gy_final_initial,lateral,0.1570373147445466,0.1570373147445466,,
logistic_regression,direction_classification,gy_median,,0.7301367133742128,,0.09403826883479127,0.03310319614052507
logistic_regression,direction_classification,gy_median,forward,0.3712116729986855,-0.3712116729986855,,
logistic_regression,direction_classification,gy_median,backward,0.7239933970626319,-0.7239933970626319,,
logistic_regression,direction_classification,gy_median,lateral,1.095205070061321,1.095205070061321,,
logistic_regression,direction_classification,gy_iqr,,0.4898742839778303,,0.033235663823899156,0.012798246341867507
logistic_regression,direction_classification,gy_iqr,forward,0.22548099869625682,0.22548099869625682,,
logistic_regression,direction_classification,gy_iqr,backward,0.7348114259667484,-0.7348114259667484,,
logistic_regression,direction_classification,gy_iqr,lateral,0.5093304272704856,0.5093304272704856,,
logistic_regression,direction_classification,peak_signed_gy,,0.2999841916411373,,0.04161797408856236,0.021458109233869673
logistic_regression,direction_classification,peak_signed_gy,forward,0.18164760632544882,0.18164760632544882,,
logistic_regression,direction_classification,peak_signed_gy,backward,0.2683286811362574,0.2683286811362574,,
logistic_regression,direction_classification,peak_signed_gy,lateral,0.4499762874617057,-0.4499762874617057,,
logistic_regression,direction_classification,integrated_gy,,0.31091581388037304,,0.04273566537808027,0.01897174980224522
